Orthogroup	Duplications (all)	Duplications (50% support)
OG0001384	3	2
OG0001385	8	7
OG0001386	4	3
OG0001387	7	6
OG0001388	1	1
OG0001389	4	2
OG0001390	4	2
OG0001391	5	5
OG0001392	7	5
OG0001393	7	5
OG0001394	6	5
OG0001395	7	6
OG0001396	6	4
OG0001397	2	1
OG0001398	2	2
OG0001399	13	13
OG0001400	8	8
OG0001401	1	1
OG0001402	5	4
OG0001403	5	1
OG0001404	7	4
OG0001405	7	4
OG0001406	3	0
OG0001407	3	3
OG0001408	9	7
OG0001409	2	1
OG0001410	5	4
OG0001411	5	4
OG0001412	7	5
OG0001413	6	6
OG0001414	7	6
OG0001415	6	5
OG0001416	5	5
OG0001417	3	2
OG0001418	6	5
OG0001419	4	4
OG0001420	4	3
OG0001421	6	4
OG0001422	4	2
OG0001423	4	3
OG0001424	9	8
OG0001425	16	12
OG0001426	3	3
OG0001427	5	3
OG0001428	14	11
OG0001429	21	19
OG0001430	19	19
OG0001431	3	3
OG0001432	1	1
OG0001433	28	26
OG0001434	3	3
OG0001435	7	7
OG0001436	7	7
OG0001437	5	5
OG0001438	22	15
OG0001439	10	9
OG0001440	12	11
OG0001441	37	37
OG0001442	12	11
OG0001443	2	1
OG0001444	8	6
OG0001445	5	5
OG0001446	6	6
OG0001447	10	6
OG0001448	2	1
OG0001449	6	5
OG0001450	3	2
OG0001451	9	8
OG0001452	4	4
OG0001453	5	5
OG0001454	8	5
OG0001455	8	5
OG0001456	10	10
OG0001457	7	5
OG0001458	9	4
OG0001459	3	3
OG0001460	5	3
OG0001461	11	8
OG0001462	6	6
OG0001463	8	8
OG0001464	4	4
OG0001465	4	2
OG0001466	5	3
OG0001467	1	1
OG0001468	5	4
OG0001469	4	3
OG0001470	4	2
OG0001471	14	14
OG0001472	5	2
OG0001473	5	1
OG0001474	3	2
OG0001475	7	7
OG0001476	5	4
OG0001477	6	4
OG0001478	4	3
OG0001479	1	1
OG0001480	6	3
OG0001481	8	7
OG0001482	8	7
OG0001483	3	0
OG0001484	4	3
OG0001485	2	1
OG0001486	9	8
OG0001487	5	4
OG0001488	3	3
OG0001489	5	4
OG0001490	7	1
OG0001491	36	36
OG0001492	6	6
OG0001493	4	4
OG0001494	3	2
OG0001495	6	6
OG0001496	6	5
OG0001497	5	4
OG0001498	5	3
OG0001499	1	1
OG0001500	5	4
OG0001501	5	5
OG0001502	25	22
OG0001503	2	2
OG0001504	4	1
OG0001505	34	34
OG0001506	6	2
OG0001507	5	5
OG0001508	3	3
OG0001509	2	2
OG0001510	6	3
OG0001511	7	7
OG0001512	7	5
OG0001513	7	6
OG0001514	7	5
OG0001515	6	6
OG0001516	7	6
OG0001517	7	6
OG0001518	6	6
OG0001519	8	8
OG0001520	5	5
OG0001521	6	6
OG0001522	4	2
OG0001523	7	5
OG0001524	27	22
OG0001525	36	36
OG0001526	3	3
OG0001527	23	21
OG0001528	4	4
OG0001529	9	8
OG0001530	10	6
OG0001531	11	10
OG0001532	5	3
OG0001533	25	19
OG0001534	6	5
OG0001535	4	2
OG0001536	3	3
OG0001537	4	1
OG0001538	3	2
OG0001539	3	1
OG0001540	8	6
OG0001541	8	5
OG0001542	30	27
OG0001543	4	4
OG0001544	2	2
OG0001545	8	8
OG0001546	5	5
OG0001547	6	4
OG0001548	5	4
OG0001549	4	3
OG0001550	3	3
OG0001551	6	4
OG0001552	11	9
OG0001553	3	2
OG0001554	3	2
OG0001555	6	5
OG0001556	1	1
OG0001557	4	4
OG0001558	7	6
OG0001559	4	2
OG0001560	5	4
OG0001561	6	4
OG0001562	4	4
OG0001563	6	3
OG0001564	8	4
OG0001565	6	5
OG0001566	7	5
OG0001567	7	4
OG0001568	6	3
OG0001569	8	8
OG0001570	1	1
OG0001571	4	2
OG0001572	6	3
OG0001573	3	2
OG0001574	2	2
OG0001575	5	4
OG0001576	5	3
OG0001577	1	1
OG0001578	5	2
OG0001579	5	4
OG0001580	5	3
OG0001581	5	5
OG0001582	7	4
OG0001583	6	5
OG0001584	7	6
OG0001585	4	1
OG0001586	4	3
OG0001587	5	2
OG0001588	14	10
OG0001589	5	4
OG0001590	4	4
OG0001591	6	6
OG0001592	6	4
OG0001593	6	5
OG0001594	4	4
OG0001595	11	9
OG0001596	5	4
OG0001597	7	6
OG0001598	7	7
OG0001599	5	5
OG0001600	5	4
OG0001601	7	6
OG0001602	7	7
OG0001603	8	6
OG0001604	8	3
OG0001605	3	2
OG0001606	21	13
OG0001607	17	9
OG0001608	5	4
OG0001609	6	5
OG0001610	6	5
OG0001611	4	4
OG0001612	7	6
OG0001613	7	7
OG0001614	4	4
OG0001615	24	22
OG0001616	5	4
OG0001617	5	3
OG0001618	3	2
OG0001619	3	2
OG0001620	3	2
OG0001621	4	0
OG0001622	4	3
OG0001623	4	4
OG0001624	7	5
OG0001625	6	4
OG0001626	6	3
OG0001627	3	2
OG0001628	4	4
OG0001629	3	1
OG0001630	3	2
OG0001631	3	3
OG0001632	8	6
OG0001633	2	2
OG0001634	4	2
OG0001635	1	1
OG0001636	7	5
OG0001637	4	1
OG0001638	3	2
OG0001639	5	5
OG0001640	4	3
OG0001641	5	4
OG0001642	4	4
OG0001643	5	5
OG0001644	6	4
OG0001645	4	3
OG0001646	4	0
OG0001647	9	9
OG0001648	4	2
OG0001649	7	4
OG0001650	6	4
OG0001651	4	3
OG0001652	4	3
OG0001653	6	4
OG0001654	6	6
OG0001655	8	5
OG0001656	2	2
OG0001657	6	2
OG0001658	6	3
OG0001659	3	0
OG0001660	2	2
OG0001661	4	4
OG0001662	9	6
OG0001663	7	6
OG0001664	6	3
OG0001665	6	4
OG0001666	3	3
OG0001667	5	2
OG0001668	5	5
OG0001669	4	3
OG0001670	2	2
OG0001671	3	2
OG0001672	3	3
OG0001673	7	7
OG0001674	4	4
OG0001675	7	5
OG0001676	9	6
OG0001677	4	2
OG0001678	5	3
OG0001679	4	3
OG0001680	5	5
OG0001681	5	5
OG0001682	3	2
OG0001683	4	4
OG0001684	8	4
OG0001685	3	3
OG0001686	8	6
OG0001687	6	5
OG0001688	6	6
OG0001689	4	4
OG0001690	5	3
OG0001691	6	4
OG0001692	9	8
OG0001693	24	24
OG0001694	7	6
OG0001695	6	6
OG0001696	5	4
OG0001697	6	5
OG0001698	6	6
OG0001699	18	13
OG0001700	7	6
OG0001701	4	4
OG0001702	6	6
OG0001703	9	8
OG0001704	8	5
OG0001705	2	2
OG0001706	9	6
OG0001707	4	3
OG0001708	6	3
OG0001709	3	1
OG0001710	2	2
OG0001711	7	7
OG0001712	6	5
OG0001713	4	2
OG0001714	5	4
OG0001715	5	5
OG0001716	2	2
OG0001717	2	2
OG0001718	8	7
OG0001719	6	5
OG0001720	2	1
OG0001721	5	3
OG0001722	5	4
OG0001723	4	2
OG0001724	6	3
OG0001725	6	1
OG0001726	21	17
OG0001727	1	0
OG0001728	10	8
OG0001729	3	2
OG0001730	4	4
OG0001731	8	7
OG0001732	6	5
OG0001733	4	1
OG0001734	8	7
OG0001735	4	2
OG0001736	4	3
OG0001737	8	8
OG0001738	2	2
OG0001739	3	1
OG0001740	4	4
OG0001741	5	3
OG0001742	9	7
OG0001743	4	4
OG0001744	2	2
OG0001745	6	5
OG0001746	4	3
OG0001747	2	2
OG0001748	3	2
OG0001749	4	4
OG0001750	8	7
OG0001751	4	3
OG0001752	3	3
OG0001753	6	3
OG0001754	3	3
OG0001755	12	12
OG0001756	5	4
OG0001757	5	5
OG0001758	3	2
OG0001759	4	2
OG0001760	3	3
OG0001761	16	11
OG0001762	4	3
OG0001763	5	2
OG0001764	5	2
OG0001765	6	5
OG0001766	5	5
OG0001767	6	4
OG0001768	8	8
OG0001769	5	4
OG0001770	4	1
OG0001771	4	3
OG0001772	9	7
OG0001773	2	2
OG0001774	33	33
OG0001775	5	4
OG0001776	3	2
OG0001777	5	4
OG0001778	9	6
OG0001779	6	6
OG0001780	5	5
OG0001781	3	3
OG0001782	3	2
OG0001783	4	4
OG0001784	3	2
OG0001785	27	18
OG0001786	6	6
OG0001787	16	7
OG0001788	5	5
OG0001789	3	2
OG0001790	6	4
OG0001791	5	4
OG0001792	21	16
OG0001793	33	33
OG0001794	33	33
OG0001795	33	33
OG0001796	6	3
OG0001797	3	3
OG0001798	6	2
OG0001799	3	2
OG0001800	32	32
OG0001801	4	3
OG0001802	9	9
OG0001803	5	3
OG0001804	13	4
OG0001805	5	2
OG0001806	4	0
OG0001807	3	3
OG0001808	6	4
OG0001809	6	5
OG0001810	4	2
OG0001811	1	1
OG0001812	6	5
OG0001813	2	1
OG0001814	4	0
OG0001815	4	1
OG0001816	6	4
OG0001817	6	4
OG0001818	15	14
OG0001819	6	5
OG0001820	7	6
OG0001821	4	3
OG0001822	2	2
OG0001823	5	4
OG0001824	27	22
OG0001825	6	5
OG0001826	6	5
OG0001827	8	6
OG0001828	4	3
OG0001829	5	4
OG0001830	4	3
OG0001831	3	3
OG0001832	6	6
OG0001833	5	2
OG0001834	3	2
OG0001835	6	5
OG0001836	3	2
OG0001837	5	0
OG0001838	4	4
OG0001839	5	5
OG0001840	2	2
OG0001841	5	4
OG0001842	3	3
OG0001843	3	3
OG0001844	3	3
OG0001845	6	6
OG0001846	3	3
OG0001847	4	4
OG0001848	4	1
OG0001849	6	5
OG0001850	1	1
OG0001851	7	6
OG0001852	3	2
OG0001853	9	9
OG0001854	5	5
OG0001855	2	2
OG0001856	4	1
OG0001857	8	8
OG0001858	3	3
OG0001859	9	9
OG0001860	3	2
OG0001861	4	4
OG0001862	3	1
OG0001863	3	2
OG0001864	4	4
OG0001865	2	2
OG0001866	32	32
OG0001867	30	30
OG0001868	6	5
OG0001869	3	3
OG0001870	1	1
OG0001871	4	4
OG0001872	4	2
OG0001873	2	2
OG0001874	3	3
OG0001875	5	5
OG0001876	5	5
OG0001877	6	2
OG0001878	19	14
OG0001879	6	4
OG0001880	5	4
OG0001881	6	6
OG0001882	5	3
OG0001883	32	32
OG0001884	4	2
OG0001885	7	6
OG0001886	5	2
OG0001887	3	1
OG0001888	7	5
OG0001889	3	1
OG0001890	4	2
OG0001891	3	3
OG0001892	6	4
OG0001893	7	7
OG0001894	3	1
OG0001895	1	1
OG0001896	4	4
OG0001897	5	5
OG0001898	4	3
OG0001899	2	2
OG0001900	6	5
OG0001901	5	4
OG0001902	4	0
OG0001903	3	0
OG0001904	8	6
OG0001905	6	2
OG0001906	2	1
OG0001907	7	7
OG0001908	5	4
OG0001909	5	4
OG0001910	6	6
OG0001911	7	7
OG0001912	6	4
OG0001913	8	8
OG0001914	4	4
OG0001915	1	1
OG0001916	5	3
OG0001917	4	3
OG0001918	5	3
OG0001919	7	6
OG0001920	7	6
OG0001921	6	5
OG0001922	5	4
OG0001923	7	7
OG0001924	5	5
OG0001925	1	1
OG0001926	4	4
OG0001927	1	1
OG0001928	3	2
OG0001929	3	0
OG0001930	5	3
OG0001931	7	7
OG0001932	6	5
OG0001933	5	5
OG0001934	7	6
OG0001935	3	2
OG0001936	5	4
OG0001937	5	4
OG0001938	4	3
OG0001939	4	2
OG0001940	5	5
OG0001941	3	1
OG0001942	4	4
OG0001943	2	2
OG0001944	5	5
OG0001945	4	2
OG0001946	3	1
OG0001947	6	6
OG0001948	5	3
OG0001949	5	5
OG0001950	4	2
OG0001951	4	4
OG0001952	7	6
OG0001953	1	0
OG0001954	4	1
OG0001955	5	3
OG0001956	7	7
OG0001957	3	1
OG0001958	3	3
OG0001959	8	6
OG0001960	2	2
OG0001961	5	3
OG0001962	5	4
OG0001963	4	3
OG0001964	5	2
OG0001965	6	4
OG0001966	2	1
OG0001967	2	2
OG0001968	8	6
OG0001969	6	4
OG0001970	4	4
OG0001971	3	2
OG0001972	5	5
OG0001973	5	5
OG0001974	2	2
OG0001975	2	1
OG0001976	4	4
OG0001977	6	6
OG0001978	30	30
OG0001979	4	2
OG0001980	4	3
OG0001981	4	2
OG0001982	8	3
OG0001983	2	2
OG0001984	7	5
OG0001985	1	1
OG0001986	7	6
OG0001987	4	4
OG0001988	8	8
OG0001989	5	5
OG0001990	4	3
OG0001991	5	4
OG0001992	9	9
OG0001993	2	2
OG0001994	3	3
OG0001995	2	2
OG0001996	4	4
OG0001997	7	7
OG0001998	7	7
OG0001999	28	25
OG0002000	31	31
OG0002001	3	3
OG0002002	4	3
OG0002003	3	1
OG0002004	11	10
OG0002005	4	1
OG0002006	3	2
OG0002007	5	2
OG0002008	6	4
OG0002009	3	2
OG0002010	3	2
OG0002011	3	2
OG0002012	2	0
OG0002013	5	4
OG0002014	8	7
OG0002015	4	4
OG0002016	4	4
OG0002017	3	2
OG0002018	3	2
OG0002019	3	2
OG0002020	4	3
OG0002021	5	4
OG0002022	3	2
OG0002023	2	2
OG0002024	5	5
OG0002025	6	5
OG0002026	4	4
OG0002027	2	2
OG0002028	3	2
OG0002029	1	0
OG0002030	5	0
OG0002031	5	5
OG0002032	21	20
OG0002033	7	4
OG0002034	4	3
OG0002035	2	1
OG0002036	5	5
OG0002037	2	1
OG0002038	3	2
OG0002039	4	4
OG0002040	7	7
OG0002041	6	4
OG0002042	3	2
OG0002043	3	2
OG0002044	4	4
OG0002045	6	6
OG0002046	4	2
OG0002047	7	7
OG0002048	4	4
OG0002049	5	4
OG0002050	4	4
OG0002051	5	5
OG0002052	5	5
OG0002053	3	3
OG0002054	4	3
OG0002055	7	7
OG0002056	6	4
OG0002057	5	5
OG0002058	6	6
OG0002059	4	4
OG0002060	5	5
OG0002061	6	5
OG0002062	5	3
OG0002063	4	3
OG0002064	6	3
OG0002065	6	4
OG0002066	3	2
OG0002067	4	4
OG0002068	3	2
OG0002069	3	3
OG0002070	6	4
OG0002071	1	0
OG0002072	2	2
OG0002073	5	5
OG0002074	4	4
OG0002075	13	11
OG0002076	3	2
OG0002077	7	5
OG0002078	3	2
OG0002079	3	1
OG0002080	3	3
OG0002081	7	5
OG0002082	6	5
OG0002083	2	2
OG0002084	3	2
OG0002085	14	11
OG0002086	4	2
OG0002087	19	19
OG0002088	5	5
OG0002089	4	3
OG0002090	5	5
OG0002091	6	5
OG0002092	4	3
OG0002093	5	4
OG0002094	6	5
OG0002095	4	4
OG0002096	3	2
OG0002097	5	5
OG0002098	5	4
OG0002099	5	5
OG0002100	21	18
OG0002101	6	5
OG0002102	4	4
OG0002103	26	23
OG0002104	5	4
OG0002105	7	4
OG0002106	5	5
OG0002107	3	3
OG0002108	5	5
OG0002109	6	6
OG0002110	3	3
OG0002111	5	5
OG0002112	6	6
OG0002113	8	7
OG0002114	5	5
OG0002115	4	2
OG0002116	3	2
OG0002117	6	5
OG0002118	3	2
OG0002119	2	2
OG0002120	8	2
OG0002121	4	0
OG0002122	4	4
OG0002123	6	5
OG0002124	3	2
OG0002125	3	3
OG0002126	3	2
OG0002127	4	2
OG0002128	1	0
OG0002129	4	4
OG0002130	4	3
OG0002131	6	6
OG0002132	3	2
OG0002133	3	2
OG0002134	3	2
OG0002135	3	1
OG0002136	4	2
OG0002137	6	6
OG0002138	3	3
OG0002139	6	5
OG0002140	6	6
OG0002141	5	5
OG0002142	3	3
OG0002143	6	5
OG0002144	3	3
OG0002145	6	5
OG0002146	5	5
OG0002147	7	6
OG0002148	5	2
OG0002149	3	3
OG0002150	3	2
OG0002151	2	2
OG0002152	5	5
OG0002153	3	2
OG0002154	2	1
OG0002155	4	4
OG0002156	3	2
OG0002157	3	1
OG0002158	18	17
OG0002159	6	5
OG0002160	5	3
OG0002161	3	2
OG0002162	4	3
OG0002163	3	2
OG0002164	3	1
OG0002165	3	3
OG0002166	2	0
OG0002167	3	2
OG0002168	6	5
OG0002169	4	4
OG0002170	4	3
OG0002171	3	2
OG0002172	6	6
OG0002173	3	3
OG0002174	4	0
OG0002175	6	4
OG0002176	4	2
OG0002177	3	3
OG0002178	1	0
OG0002179	7	5
OG0002180	4	2
OG0002181	5	5
OG0002182	3	3
OG0002183	2	1
OG0002184	6	6
OG0002185	5	5
OG0002186	4	2
OG0002187	4	3
OG0002188	3	3
OG0002189	4	3
OG0002190	5	5
OG0002191	2	1
OG0002192	4	4
OG0002193	2	0
OG0002194	3	3
OG0002195	6	6
OG0002196	5	4
OG0002197	5	3
OG0002198	5	5
OG0002199	5	2
OG0002200	5	5
OG0002201	5	5
OG0002202	6	4
OG0002203	3	2
OG0002204	5	3
OG0002205	3	1
OG0002206	5	3
OG0002207	6	5
OG0002208	4	4
OG0002209	2	0
OG0002210	3	1
OG0002211	4	4
OG0002212	4	1
OG0002213	4	3
OG0002214	4	2
OG0002215	3	1
OG0002216	4	1
OG0002217	6	5
OG0002218	8	7
OG0002219	4	3
OG0002220	5	4
OG0002221	3	3
OG0002222	3	2
OG0002223	5	3
OG0002224	5	5
OG0002225	2	1
OG0002226	6	4
OG0002227	29	29
OG0002228	4	4
OG0002229	4	4
OG0002230	5	5
OG0002231	4	1
OG0002232	4	3
OG0002233	3	2
OG0002234	6	2
OG0002235	3	2
OG0002236	2	1
OG0002237	6	3
OG0002238	6	5
OG0002239	3	3
OG0002240	3	2
OG0002241	3	1
OG0002242	21	21
OG0002243	1	1
OG0002244	6	5
OG0002245	3	2
OG0002246	3	3
OG0002247	28	28
OG0002248	3	2
OG0002249	6	6
OG0002250	9	8
OG0002251	2	2
OG0002252	3	3
OG0002253	2	2
OG0002254	24	22
OG0002255	4	4
OG0002256	6	6
OG0002257	13	6
OG0002258	12	5
OG0002259	5	3
OG0002260	6	4
OG0002261	2	2
OG0002262	5	5
OG0002263	4	4
OG0002264	14	12
OG0002265	5	4
OG0002266	3	2
OG0002267	4	3
OG0002268	5	4
OG0002269	1	1
OG0002270	2	2
OG0002271	6	5
OG0002272	5	4
OG0002273	5	5
OG0002274	4	4
OG0002275	4	4
OG0002276	8	5
OG0002277	4	3
OG0002278	15	7
OG0002279	12	3
OG0002280	20	19
OG0002281	4	2
OG0002282	3	2
OG0002283	3	2
OG0002284	3	3
OG0002285	4	4
OG0002286	6	4
OG0002287	2	2
OG0002288	4	2
OG0002289	3	1
OG0002290	3	1
OG0002291	3	2
OG0002292	3	3
OG0002293	2	2
OG0002294	3	2
OG0002295	3	2
OG0002296	2	1
OG0002297	4	2
OG0002298	4	2
OG0002299	5	4
OG0002300	5	5
OG0002301	2	2
OG0002302	2	2
OG0002303	4	3
OG0002304	1	0
OG0002305	2	2
OG0002306	3	3
OG0002307	4	3
OG0002308	7	6
OG0002309	2	2
OG0002310	5	5
OG0002311	4	4
OG0002312	5	5
OG0002313	4	3
OG0002314	16	15
OG0002315	5	3
OG0002316	1	0
OG0002317	4	3
OG0002318	5	2
OG0002319	3	2
OG0002320	3	2
OG0002321	5	3
OG0002322	4	2
OG0002323	2	1
OG0002324	5	4
OG0002325	9	5
OG0002326	1	1
OG0002327	5	5
OG0002328	3	2
OG0002329	4	3
OG0002330	5	4
OG0002331	3	2
OG0002332	2	1
OG0002333	3	3
OG0002334	2	1
OG0002335	4	4
OG0002336	1	1
OG0002337	2	2
OG0002338	4	1
OG0002339	2	2
OG0002340	1	0
OG0002341	5	5
OG0002342	4	2
OG0002343	4	3
OG0002344	4	2
OG0002345	1	1
OG0002346	4	2
OG0002347	3	2
OG0002348	2	2
OG0002349	5	4
OG0002350	2	1
OG0002351	5	4
OG0002352	3	3
OG0002353	3	1
OG0002354	2	1
OG0002355	2	1
OG0002356	5	4
OG0002357	4	4
OG0002358	3	3
OG0002359	5	3
OG0002360	4	3
OG0002361	2	1
OG0002362	4	3
OG0002363	4	4
OG0002364	4	3
OG0002365	2	2
OG0002366	3	1
OG0002367	1	1
OG0002368	5	5
OG0002369	4	3
OG0002370	5	5
OG0002371	5	4
OG0002372	4	4
OG0002373	2	0
OG0002374	4	2
OG0002375	4	4
OG0002376	3	1
OG0002377	4	1
OG0002378	3	2
OG0002379	2	2
OG0002380	5	5
OG0002381	3	1
OG0002382	3	2
OG0002383	2	2
OG0002384	4	4
OG0002385	4	2
OG0002386	3	2
OG0002387	4	3
OG0002388	2	1
OG0002389	2	0
OG0002390	3	3
OG0002391	5	4
OG0002392	2	2
OG0002393	5	5
OG0002394	4	3
OG0002395	5	3
OG0002396	2	1
OG0002397	4	2
OG0002398	4	3
OG0002399	14	11
OG0002400	3	2
OG0002401	4	4
OG0002402	4	3
OG0002403	3	2
OG0002404	6	6
OG0002405	5	3
OG0002406	5	5
OG0002407	5	5
OG0002408	4	2
OG0002409	3	3
OG0002410	3	1
OG0002411	10	6
OG0002412	6	6
OG0002413	21	14
OG0002414	3	3
OG0002415	9	3
OG0002416	4	4
OG0002417	10	6
OG0002418	3	2
OG0002419	3	1
OG0002420	3	3
OG0002421	7	6
OG0002422	4	4
OG0002423	5	4
OG0002424	3	3
OG0002425	10	10
OG0002426	3	2
OG0002427	3	3
OG0002428	28	28
OG0002429	1	1
OG0002430	4	3
OG0002431	3	2
OG0002432	3	3
OG0002433	3	0
OG0002434	3	3
OG0002435	4	2
OG0002436	2	1
OG0002437	2	1
OG0002438	23	23
OG0002439	21	18
OG0002440	3	2
OG0002441	3	2
OG0002442	3	3
OG0002443	4	4
OG0002444	5	1
OG0002445	4	3
OG0002446	2	2
OG0002447	4	3
OG0002448	4	1
OG0002449	2	0
OG0002450	4	3
OG0002451	7	6
OG0002452	18	16
OG0002453	4	2
OG0002454	3	2
OG0002455	3	1
OG0002456	4	3
OG0002457	2	1
OG0002458	1	1
OG0002459	1	0
OG0002460	3	3
OG0002461	4	4
OG0002462	2	2
OG0002463	3	3
OG0002464	4	3
OG0002465	3	2
OG0002466	4	3
OG0002467	4	3
OG0002468	3	2
OG0002469	3	2
OG0002470	2	2
OG0002471	2	2
OG0002472	2	2
OG0002473	4	4
OG0002474	1	1
OG0002475	5	2
OG0002476	4	4
OG0002477	2	0
OG0002478	2	1
OG0002479	3	1
OG0002480	2	2
OG0002481	2	1
OG0002482	4	3
OG0002483	3	2
OG0002484	3	2
OG0002485	4	3
OG0002486	5	4
OG0002487	4	3
OG0002488	4	3
OG0002489	2	1
OG0002490	1	1
OG0002491	2	1
OG0002492	3	3
OG0002493	4	4
OG0002494	3	3
OG0002495	3	3
OG0002496	14	12
OG0002497	3	3
OG0002498	4	3
OG0002499	4	3
OG0002500	1	0
OG0002501	1	1
OG0002502	3	1
OG0002503	5	4
OG0002504	3	2
OG0002505	2	2
OG0002506	3	2
OG0002507	2	1
OG0002508	4	0
OG0002509	2	0
OG0002510	2	1
OG0002511	3	2
OG0002512	2	2
OG0002513	3	3
OG0002514	4	3
OG0002515	3	1
OG0002516	4	4
OG0002517	2	1
OG0002518	3	3
OG0002519	4	2
OG0002520	1	1
OG0002521	3	3
OG0002522	5	3
OG0002523	3	2
OG0002524	2	1
OG0002525	3	2
OG0002526	1	1
OG0002527	7	2
OG0002528	3	0
OG0002529	4	0
OG0002530	4	3
OG0002531	4	4
OG0002532	3	1
OG0002533	3	2
OG0002534	4	4
OG0002535	4	4
OG0002536	4	3
OG0002537	3	2
OG0002538	5	3
OG0002539	4	4
OG0002540	4	4
OG0002541	3	3
OG0002542	4	4
OG0002543	2	2
OG0002544	3	3
OG0002545	3	1
OG0002546	2	2
OG0002547	4	4
OG0002548	1	1
OG0002549	4	3
OG0002550	3	2
OG0002551	1	0
OG0002552	2	1
OG0002553	3	2
OG0002554	4	1
OG0002555	4	3
OG0002556	3	3
OG0002557	2	1
OG0002558	1	0
OG0002559	4	4
OG0002560	3	1
OG0002561	4	3
OG0002562	3	3
OG0002563	4	3
OG0002564	2	0
OG0002565	4	2
OG0002566	1	1
OG0002567	1	0
OG0002568	3	1
OG0002569	3	2
OG0002570	2	1
OG0002571	3	3
OG0002572	2	2
OG0002573	2	2
OG0002574	2	1
OG0002575	1	1
OG0002576	3	0
OG0002577	3	3
OG0002578	3	3
OG0002579	3	3
OG0002580	1	1
OG0002581	4	2
OG0002582	4	4
OG0002583	2	1
OG0002584	1	0
OG0002585	3	0
OG0002586	2	0
OG0002587	3	1
OG0002588	4	3
OG0002589	4	1
OG0002590	3	3
OG0002591	3	3
OG0002592	4	3
OG0002593	4	3
OG0002594	3	2
OG0002595	3	3
OG0002596	3	2
OG0002597	2	1
OG0002598	4	3
OG0002599	4	2
OG0002600	3	2
OG0002601	27	27
OG0002602	27	27
OG0002603	2	2
OG0002604	4	3
OG0002605	2	2
OG0002606	4	4
OG0002607	4	4
OG0002608	2	1
OG0002609	4	4
OG0002610	2	0
OG0002611	4	4
OG0002612	1	0
OG0002613	1	0
OG0002614	3	3
OG0002615	4	2
OG0002616	3	3
OG0002617	3	3
OG0002618	4	1
OG0002619	3	3
OG0002620	5	3
OG0002621	3	2
OG0002622	4	3
OG0002623	5	3
OG0002624	3	3
OG0002625	3	2
OG0002626	23	23
OG0002627	2	1
OG0002628	4	2
OG0002629	6	3
OG0002630	4	3
OG0002631	4	3
OG0002632	2	2
OG0002633	4	3
OG0002634	3	2
OG0002635	3	3
OG0002636	8	2
OG0002637	2	2
OG0002638	2	0
OG0002639	11	6
OG0002640	3	2
OG0002641	6	5
OG0002642	2	1
OG0002643	9	9
OG0002644	6	5
OG0002645	9	2
OG0002646	4	4
OG0002647	4	3
OG0002648	7	7
OG0002649	2	2
OG0002650	3	2
OG0002651	5	3
OG0002652	7	6
OG0002653	3	3
OG0002654	5	5
OG0002655	5	5
OG0002656	19	16
OG0002657	23	22
OG0002658	27	27
OG0002659	27	27
OG0002660	4	4
OG0002661	3	2
OG0002662	4	1
OG0002663	3	2
OG0002664	1	0
OG0002665	3	3
OG0002666	3	3
OG0002667	6	6
OG0002668	3	2
OG0002669	4	3
OG0002670	2	1
OG0002671	2	2
OG0002672	2	2
OG0002673	1	0
OG0002674	3	3
OG0002675	2	1
OG0002676	2	1
OG0002677	3	3
OG0002678	2	1
OG0002679	2	2
OG0002680	2	0
OG0002681	4	3
OG0002682	2	1
OG0002683	2	2
OG0002684	4	3
OG0002685	3	3
OG0002686	3	2
OG0002687	3	2
OG0002688	9	7
OG0002689	5	3
OG0002690	3	3
OG0002691	4	1
OG0002692	4	4
OG0002693	9	4
OG0002694	2	0
OG0002695	3	3
OG0002696	3	2
OG0002697	2	2
OG0002698	3	3
OG0002699	4	3
OG0002700	2	1
OG0002701	2	1
OG0002702	8	7
OG0002703	2	2
OG0002704	2	0
OG0002705	2	2
OG0002706	3	3
OG0002707	3	2
OG0002708	4	1
OG0002709	5	5
OG0002710	4	2
OG0002711	2	1
OG0002712	2	2
OG0002713	4	3
OG0002714	3	1
OG0002715	4	2
OG0002716	3	3
OG0002717	3	3
OG0002718	2	1
OG0002719	2	1
OG0002720	3	1
OG0002721	2	2
OG0002722	3	2
OG0002723	2	1
OG0002724	1	1
OG0002725	3	1
OG0002726	2	0
OG0002727	3	2
OG0002728	2	1
OG0002729	5	4
OG0002730	2	1
OG0002731	2	2
OG0002732	2	2
OG0002733	5	2
OG0002734	2	1
OG0002735	3	1
OG0002736	4	2
OG0002737	2	1
OG0002738	2	2
OG0002739	3	3
OG0002740	1	0
OG0002741	1	0
OG0002742	2	1
OG0002743	2	1
OG0002744	3	3
OG0002745	3	2
OG0002746	2	1
OG0002747	1	0
OG0002748	3	0
OG0002749	4	4
OG0002750	2	0
OG0002751	1	1
OG0002752	2	2
OG0002753	2	0
OG0002754	2	1
OG0002755	2	2
OG0002756	1	0
OG0002757	14	11
OG0002758	2	1
OG0002759	2	2
OG0002760	2	1
OG0002761	3	2
OG0002762	3	3
OG0002763	3	3
OG0002764	3	3
OG0002765	3	2
OG0002766	2	2
OG0002767	1	0
OG0002768	2	2
OG0002769	3	3
OG0002770	3	3
OG0002771	2	1
OG0002772	2	0
OG0002773	3	3
OG0002774	2	2
OG0002775	4	4
OG0002776	3	1
OG0002777	1	0
OG0002778	2	1
OG0002779	4	3
OG0002780	2	2
